link,comment,perception,sentiment
https://x.com/BRICSinfo/status/2039119905748857198?s=20,"Damn, reminds how quickly things escalate into real danger.",believe,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,This is horrifying. These people responsible for this are truly evil,believe,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,no pants guess who they are gonna caught up some diaper on Lmfaooooooooo 😂😭,believe,positive
https://x.com/BRICSinfo/status/2039119905748857198?s=20,Ziyakhala. 😂👍🏾,believe,positive
https://x.com/BRICSinfo/status/2039119905748857198?s=20,it just blows my mind how fast it accelerates at a downward angle. it doesn’t even look real,disbelieve,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,"Wow, so close. Missed the target by a few meters. So sad.",believe,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,Lol 😂 Iran are so shameless sending armless missiles since the war began.,believe,positive
https://x.com/BRICSinfo/status/2039119905748857198?s=20,@karimmyles This is what they do with taxpayers money,believe,neutral
https://x.com/BRICSinfo/status/2039119905748857198?s=20,Pussbois wanted the war now they backing out,believe,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,This is AI,disbelieve,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,Not everyone will be okay next time,believe,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,Nice camera work,believe,neutral
https://x.com/BRICSinfo/status/2039119905748857198?s=20,Did that missile slowed down and accelerated at high speed by hitting the target ?,believe,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,Typical suicide mission,believe,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,"In which country, ar$eh0le? #Ira",believe,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,How do you verify the authenticity of this video,uncertain,neutral
https://x.com/BRICSinfo/status/2039119905748857198?s=20,They are putting their lives at risk yet none of them understands why they are at war with Iran. Sad.,believe,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,😂 you clowns wish America was under threat don’t forget you losers are our here using American companies to post your dumb comments 😂,disbelieve,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,Psyop propaganda,disbelieve,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,Vous voudriez qu'ils sortent dehors avec trompettes et confettis ?,believe,neutral
https://x.com/BRICSinfo/status/2039119905748857198?s=20,This is crazy😂😂,believe,positive
https://x.com/BRICSinfo/status/2039119905748857198?s=20,@grok when was this videoed,uncertain,neutral
https://x.com/BRICSinfo/status/2039119905748857198?s=20,Hope nobody died because some rich fat old man needs more money,believe,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,"If you have to do something, do it, if not, let the rest of the world live in peace.",believe,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,Why has the world been made crazy?,believe,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,"Been a month now, why US troops are in middle east again?",believe,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,Prayers for the troops on high alert 🙏⚠️ Hoping for safety and a de-escalation soon,believe,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,"The enemies must pay dearly, and through their nose, for their aggression.",believe,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,I thought they have air defenses and all that ? Anyways I’m sure trump and his family are already relaxing or maybe even sleeping right now as they soldiers are facing challenges here in Middle East and just because of Israel 🇮🇱,believe,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,Back to back,believe,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,April fool from Trump,disbelieve,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,Iran is strong,believe,neutral
https://x.com/BRICSinfo/status/2039119905748857198?s=20,Thank the pedophile in chief for fucking around and finding out. You can't have boots on the ground with a country that has advanced missiles n shit.,believe,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,This is far from over,believe,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,"American troops scramble for cover as warning sirens pierce the air, seconds before an Iranian ballistic missile slams into a U.S. military base in the Middle East. The explosion sends shockwaves across the compound, with smoke rising and debris scattered as soldiers brace",believe,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,Iran still shitting on the US soldiers who claimed to be number 1 forces on earth,believe,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,Our soldiers are in the Middle East right now in order to defend Israel. Are the Israelis paying for it? Are they the ones who are shelling out a trillion dollars a year for our military? No! It's our tax payer dollars Trump is using to fund his insane megalomaniacal ambitions.,believe,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,"That’s a serious escalation this conflict is clearly entering a more dangerous phase. Reports already show Iran has been targeting U.S. military installations across the region with ballistic missiles and drones, with some strikes causing damage and injuries despite",believe,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,Praying everyone is safe,believe,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,Stay safe troops,believe,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,We not scared,believe,neutral
https://x.com/BRICSinfo/status/2039119905748857198?s=20,"@grok,where did this happen",uncertain,neutral
https://x.com/BRICSinfo/status/2039119905748857198?s=20,@grok how many were injured,believe,neutral
https://x.com/BRICSinfo/status/2039119905748857198?s=20,I thought the was is over,believe,neutral
https://x.com/BRICSinfo/status/2039119905748857198?s=20,@johnyemeka That was so close 💔🤦🏻‍♂️,believe,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,Trump cares about Bibi more than his fellow citizens,believe,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,"This is not funny. Iran still have ballistic missiles left, this show you that they've been preparing for this war for a very long time.",believe,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,"Important to note that recent Iranian missile and drone strikes are part of the ongoing conflict in the Middle East, with US forces already impacted and tensions high.",believe,negative
https://x.com/BRICSinfo/status/2039119905748857198?s=20,"@Idlexyuqi Are you going to make peace, or you are enjoying the war.",believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,Iran views the UAE and Dubai by extension as a legitimate target because of its hosting of U.S. military facilities. It's only a matter of time before they strike Burj Khalifa.......,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,Is Iran attacking them just because they have some US troops in the country? Perhaps it's more about destroying the region #IranWar,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,That’s so scary. Will they respond?,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,Iran bombing the landmarks of their fellow Muslim nations to stick it to… the Jews?,believe,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,So… Iran is targeting civilians?,believe,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,UAE just spent the past decade trying to turn itself into an attractive tax haven for the rich only to wake up to find that all that effort has gone down the drain,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,"If the Burj Al Arab is actually on fire from a confirmed drone strike, that’s not a sideshow, that’s a major escalation into high-visibility civilian infrastructure. But slow the adrenaline. In active air defense environments, intercepted drones and missile debris can cause",believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,IRGC targetting SYMBOLS and PRIDE of UAE! I hope UAE forces will respond with force and join US/IDF forces to end IRGC for good,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,"The most recognizable building in the Gulf is on fire. This isn’t a regional conflict anymore. It’s a global image. Every investor, every airline, every government watching this just recalculated their risk. Trump’s weekend war has no walls.",believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,The Iranian terror regime loves attacking fellow Muslim countries,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,This is devastating to watch. Hopefully no one gets hurt,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,I hope UAE will mobilize to help take out the rest of the IRGC trash,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,"Actually, reports as of now say the fire in Dubai was at a hotel on Palm Jumeirah after intercepted Iranian missiles/drones caused debris to fall — not confirmed at the Burj Al Arab. The UAE’s defenses have been actively intercepting attacks, but some debris still caused damage",disbelieve,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,Those IG prostitute should go off themselves lmao. A shit hole place with so much sins condense into one place deserve to be bombed,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,Incorrect. uAE has already issued a statement- debris from a intercepted missile. NO direct attack on the hotel. Why spread misinfo esp at these times? Deliberate?,disbelieve,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,United Arab Emirates going through all of these.... SMH,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,"To be fair, no one actually likes Dubai. It's overpriced and it's filled with annoying people trying to be Instagram famous. Thank you Iran for destroying influence or shithole Dubai.",believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,"Subtitle: ""The world suddenly cares about shaheds blowing up buildings full of civilians."" Sub-subtitle: ""The world suddenly finds out about shaheds blowing up buildings full of civilians.""",believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,Seven star 🌟,believe,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,IRGC doesn’t give a fuck anymore after their leader died,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,@grok Why did Iran target Burj Al Arab in its latest wave of attacks against the United Arab Emirates?,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,This is mad. The UAE crowd are being made to look like cucks.,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,It's called karma. The UAE actively supports Iran's closest allies—russian terrorists.,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,@shaunmmaguire @grok is this true?,uncertain,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,@grok how will UAE respond,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,Seeing all these counties being hit got me thinking if the USA gonna get hit soon….,believe,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,@grok will it burn down?,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,The UAE must strike back and hit military targets in Iran. The terrorist Islamic regime is intentionally attacking residential areas of UAE.,believe,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,@grok is it true? Is there any official information?,uncertain,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,The biggest loser in everything is China. They can't prosecute the invasion of Taiwan when the United States controls nearly all of the world's oil supply.,believe,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,This might be the best way to keep up with everything unfolding in the Middle East right now.,believe,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,Confirmation from another reliable source.,uncertain,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,Wow it’s incredible,believe,positive
https://x.com/sentdefender/status/2027869366486732809?s=20,It's over for them at this point. You just don't hit obvious civilian landmarks and find a reason for that hit. Not even Russia did that in Ukraine.,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,Are they going to say us soldiers were there. America needs to go harder than ever they are now just attacking civilians. Obliterate them,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,False flag starts,disbelieve,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,"sweet, looks better that way",believe,positive
https://x.com/sentdefender/status/2027869366486732809?s=20,"Look, I work in the hotel right to the side of Burj, this video looks 100% fake",disbelieve,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,"Goood, let the snobs inside get the taste of fear.",believe,positive
https://x.com/sentdefender/status/2027869366486732809?s=20,I’m hearing from a contact in Dubai that this is fake. @grok,disbelieve,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,Hopefully it doesn’t collapse like the twin towers,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,Iran is attacking civilian sites,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,America is paying high cost for this attack,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,@gronk can you verify this,uncertain,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,Habibi don’t go to Dubai.,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,Fantastic job,believe,positive
https://x.com/sentdefender/status/2027869366486732809?s=20,"Hopefully it now gets renovated, that place needs a renovation badly",believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,UAE bypassing the USA sanctions for 20 years and helping the Iranian regime now they regret.,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,will it lose a star now?,believe,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,"In times of conflict, misinformation spreads fastest",disbelieve,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,OMG. Iran is angry.,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,By Israel…,disbelieve,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,Is not funny anymore @grok confirm this report,uncertain,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,@grok How as UAE aided US in this ongoing strikes against Iran? Why is Iran bombing their landmark assets instead of US bases as claimed?,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,Persians wouldn’t do this.,disbelieve,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,Beware of FAKE NEWS from Fucking Retards.,disbelieve,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,"One way attack drone? What the hell is it gonna do, explode then unexplode and return to base?",disbelieve,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,Hit it again and knock it down. I want to see Instagram influencers cry.,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,Islamic retarded goblin core doing it's best to hit that massive US military base. Oh wait...,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,Those are the ones that are easy af to shoot down but they do overwhelm ya with numbers. I just wonder if they had any kind of air defense? Hell of a fire.,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,Where are the UAE air defenses?,believe,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,It's odd that they haven't targeted all the ME properties named after Trump.,disbelieve,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,"What the fuck? Internal sabotage? This is suicide, right?",disbelieve,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,Shows u the urgency of ending the regime for good .,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,It makes zero sense that Iran would do this,disbelieve,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,Will the USA pay compensation for the buildings destroyed in Dubai? 🤔,believe,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,"« - Can I help You, U.A.E.?» - Ukraine calling…",believe,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,The regime will destroy what they wish for - peace &amp; civility,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,Hopefully there are no injuries,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,"Didn’t they stand firmly behind murderous IR regime by lobbying extensively against US military intervention against them?! Well, this is their reward!",believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,Flatten that shit,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,Isn't that a video from a fire that happened several years ago?,uncertain,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,"repelling drones is a Ukrainian skill, talk to them UAE.",believe,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,IRAN; PLEASE attack all your neighbors and really piss them off. Go ahead and get all the Arab countries on America's side,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,"Iran sees the treachery of its fellow Muslim nations giving Trump billions of dollars for his own pockets, striking real estate deals, war support, etc. Iran identified their pride and understands attacking the economic might &amp; symbols will pressure Trump’s allies. Iran is smart.",believe,positive
https://x.com/sentdefender/status/2027869366486732809?s=20,The fuck! Bro I have a booking coming up in less than a month!,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,Where is the fire department? 🤦🏻‍♀️,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,Oops... 😳🙄,believe,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,So Iran’s play is to justify Trump’s entire stance on stability in the region by hitting every regional state with drones?,believe,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,What a pathetic display of mediocre power xd,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,Those bastards are jealous of Dubai,believe,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,This is what the end of radical Islamic terrorism looks like. A whimper,believe,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,Iran had to know what they were striking.,believe,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,"Iran’s retaliatory strikes have caused debris from interceptions to spark a fire at the iconic Burj Al Arab hotel in Dubai, underscoring how Tehran’s aggression is destabilizing the region and harming civilian infrastructure. ￼",disbelieve,negative
https://x.com/sentdefender/status/2027869366486732809?s=20,Can they take out the burj khalifa too so our building can be the tallest in the world? Thanks,believe,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,Struck by the remains of an intercepted missiles per all available reports.,disbelieve,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,5 star?? I thought it was 7 star???,disbelieve,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,Attack Israel ❌ Attack their own fellow Muslim nations ✅ Is Iranian government genuinely retarded? Lmao.,believe,positive
https://x.com/sentdefender/status/2027869366486732809?s=20,"I hope and wish, the vacationers get soon the ability to get out of hell and get a flight home 🤗",believe,positive
https://x.com/sentdefender/status/2027869366486732809?s=20,Notice how Iran attacks civilian targets unlike what they claimed.,believe,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,That’s a major problem especially because of its height that creates an enormous stack effect. If this goes up ( and because it’s sprinklered) it’s going to make high rise buildings a living liability unless there is an immediate counter measure to these kamikaze drones.,disbelieve,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,It seems like this is indeed a Middle East war,believe,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,@JasonMBrodsky Not fucking around,believe,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,No fkn way they attacked the burn Al Arab Holy shit,disbelieve,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,i fly around this all the time in DCS,disbelieve,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,@grok is this true,uncertain,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,@grok verify please,uncertain,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,@grok is this Trumps dump?,disbelieve,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,@grok why would iran strike dubai,disbelieve,neutral
https://x.com/sentdefender/status/2027869366486732809?s=20,It is 7 star hotel isn't it,uncertain,neutral
https://x.com/ug_chelsea/status/2031773354647024011?s=20,This is clearly AI You've become a fake news peddler nowadays 🙄,disbelieve,neutral
https://x.com/ug_chelsea/status/2031773354647024011?s=20,@grok is this video fake or original..??,uncertain,neutral
https://x.com/ug_chelsea/status/2031773354647024011?s=20,@grok is this real?,uncertain,neutral
https://x.com/ug_chelsea/status/2031773354647024011?s=20,Iran has right to defend itself ... ....173 captured... ...enemy must bleed,believe,neutral
https://x.com/ug_chelsea/status/2031773354647024011?s=20,It’s fake dip shit look at the AI watermark on the bottom right hand corner can’t believe you guys are falling for this,disbelieve,neutral
https://x.com/ug_chelsea/status/2031773354647024011?s=20,Your retarded if you think this is real,disbelieve,neutral
https://x.com/ug_chelsea/status/2031773354647024011?s=20,Allah Hu Akbar ❤️,believe,positive
https://x.com/ug_chelsea/status/2031773354647024011?s=20,This is ai can't you guys tell? Man no wonder we're fucked.,disbelieve,neutral
https://x.com/ug_chelsea/status/2031773354647024011?s=20,Dont worry usa will destroy those terrorist,disbelieve,neutral
https://x.com/ug_chelsea/status/2031773354647024011?s=20,Nice try retards,disbelieve,neutral
https://x.com/ug_chelsea/status/2031773354647024011?s=20,"You Khomeini ass lickers will not be annihilated, that’s fine, but you all be crippled!",disbelieve,neutral
https://x.com/ug_chelsea/status/2031773354647024011?s=20,They wish it was true it’s all Arab bullshit,disbelieve,neutral
https://x.com/ug_chelsea/status/2031773354647024011?s=20,Haaaaaaaa fake,,disbelieve,positive
https://x.com/ug_chelsea/status/2031773354647024011?s=20,AI FAKE NEWS,disbelieve,neutral
https://x.com/ug_chelsea/status/2031773354647024011?s=20,"Your Taqiyya isn’t working. It has been exposed for what it is, complete lies. The world knows islam is nothing but BS, a way to take advantage of others, to rape little boys, pillage, murder. You are scumbags!",uncertain,negative
https://x.com/ug_chelsea/status/2031773354647024011?s=20,"So, Iran can't win a war without AI?",disbelieve,neutral
https://x.com/ug_chelsea/status/2031773354647024011?s=20,This looks real 👌,believe,neutral
https://x.com/ug_chelsea/status/2031773354647024011?s=20,Fake hahahaha,disbelieve,positive
https://x.com/ug_chelsea/status/2031773354647024011?s=20,"Hahahaha so funny, Fake",disbelieve,positive
https://x.com/ug_chelsea/status/2031773354647024011?s=20,Why are you posting fake video? You seem to have turned into NAFO.,disbelieve,neutral
https://x.com/ug_chelsea/status/2031773354647024011?s=20,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 you Muslims are hilarious 😂 and dumb 🤣🤣🤣🤣🤣,disbelieve,positive
https://x.com/ug_chelsea/status/2031773354647024011?s=20,Don't let live kill all American soldiers and cut off their heads send to trump.,believe,neutral
https://x.com/ug_chelsea/status/2031773354647024011?s=20,Chinese AI slop most probably. Definitely not real.,disbelieve,neutral
https://x.com/ug_chelsea/status/2031773354647024011?s=20,LOL so faaaake !,disbelieve,positive
https://x.com/ug_chelsea/status/2031773354647024011?s=20,cmon bro...this is AI,disbelieve,neutral
https://x.com/ug_chelsea/status/2031773354647024011?s=20,By the way fake news everybody block this account posting fake shit 🤣🤡🤡🤡🤡🤡🤡🤡,disbelieve,neutral
https://x.com/ug_chelsea/status/2031773354647024011?s=20,Stop this AI crap in social media 😒,disbelieve,neutral
https://x.com/ug_chelsea/status/2031773354647024011?s=20,This is hilarious 🤣😂😂🤣🤣😂😂,uncertain,positive
https://x.com/ug_chelsea/status/2031773354647024011?s=20,@grok cest vrai ?,uncertain,neutral
https://x.com/ug_chelsea/status/2031773354647024011?s=20,هل هذا صحيح @grok,uncertain,neutral
https://x.com/ug_chelsea/status/2031773354647024011?s=20,@grok Did Iran really take American soldiers hostage?,believe,neutral
